County,State,2014 Population,2010 Population,Population Percent Change,Percent Under 5 Years,Percent Under 18 Years,Percent 65 and Older,Percent Female,Percent White,Percent Black or African American,Percent American Indian and Alaska Native,Percent Asian,Percent Native Hawaiian and Other Pacific Islander,Percent Two or More Races,Percent Hispanic or Latino,"Percent White, not Hispanic or Latino",Veterans,Percent Foreign Born,Percent High School or Higher,Percent Bachelor's Degree or Higher,Housing Units,Percent Housing Units in Multi-Unit Structures,Homeownership Rate,Median Value of Owner-Occupied Units,Building Permits,Households,Persons per Household,Percent Living in Same House +1 Years,Percent Language Other than English at Home,Mean Travel Time to Work,Median Household Income,Per Capita Income,Percent Below Poverty Level,Accommodation and Food Services Sales,Manufacturers Shipments,Merchant Wholesaler Sales,Retail Sales,Retail Sales per Capita,Population per Square Mile,Land Area
Montgomery County,NC,27395,27798,-1.4,6.1,23.2,18.5,51.4,77.1,19,1,1.5,0,1.4,15.2,63.7,1794,8.6,71.8,15.1,16056,4.2,69.6,88900,41,10610,2.51,90.2,16,25,31830,18865,25.6,134,7508,1165,2102,7655,56.5,491.76
Prairie County,MT,1148,1179,-2.6,6.5,18.3,30,49.2,94.8,0.3,0.4,0.9,0,3.7,2.1,92.7,162,1.7,86.8,16.9,669,2.9,86.9,69800,0,502,2.31,93.4,4.6,16.9,38036,20644,21.5,8,0,0,74,7025,0.7,1736.74
Lee County,KY,7594,7887,-3.7,4.8,19,15,44.6,95.9,2.6,0.4,0.1,0,1,1.1,95,397,0.8,70.5,5.6,3431,10.7,73.4,62200,0,2951,2.28,87.4,1,31.2,22920,13969,37.2,25,0,0,586,7891,37.8,208.86
Okmulgee County,OK,39095,40069,-2.4,6.1,23.8,17.3,50.7,65.7,8.6,16.8,0.4,0,8.5,3.7,63.5,3379,0.8,85.4,13.9,17818,9,69.7,77100,1,15124,2.55,83.7,3.1,26.6,39156,19753,19.5,295,3631,420,3294,8391,57.5,697.35
St. Louis City County,MO,317419,319294,-0.6,6.7,20.3,11.4,51.7,46.6,47.5,0.3,3.2,0,2.3,3.8,43.6,19347,6.7,82.9,29.6,175355,52.8,44.6,119200,758,140652,2.19,78,9.6,23.9,34582,23048,27.4,10592,109206,50421,24966,7020,5157.5,61.91
Pickett County,TN,5124,5077,0.9,3.9,18.6,25.2,49.8,98.7,0.2,0.3,0.1,0.1,0.7,1.5,97.3,528,1.4,78.9,13,3455,5.6,80.2,96300,0,2388,2.09,92.8,2.5,27,35184,21942,19.2,31,0,0,236,4933,31.2,162.98
Jefferson County,IA,17325,16843,2.9,4.3,16.8,18.8,46.1,85.6,1.9,0.3,10.8,0.1,1.5,2.9,83.1,1561,12,95,31.2,7542,15.4,71.9,92400,14,6919,2.21,87.9,11.1,14.7,48814,27593,12.4,166,2466,1146,3334,21471,38.7,435.51
Bowman County,ND,3247,3151,3,6.5,24.2,19.5,48.3,95.8,0.3,2.5,0.2,0,1.1,4.7,92.7,243,0.5,89.1,20.7,1739,7.3,77.2,115100,7,1354,2.28,90.1,3.2,14.2,56964,32045,8.2,38,0,807,634,21609,2.7,1161.81
Sheridan County,KS,2539,2556,-0.7,4.8,23.4,22.7,48.8,97.9,0.2,0.5,0.2,0.1,1.2,3.8,94.6,241,0.7,90.8,22.4,1261,5,78.3,77900,0,1099,2.29,88.8,2.7,10.8,48674,26841,12.9,7,0,884,183,7482,2.9,895.96
Cochran County,TX,2935,3127,-6.1,7.8,28.3,14.9,50.5,90.8,5.1,2.5,0.3,0.2,1,57,37.3,141,15,66.1,12.4,1357,4.9,79.4,35500,1,1039,2.85,86.7,43.9,16.7,38650,17371,15.1,2,0,119,268,8706,4,775.15
Bedford County,PA,48946,49762,-1.7,5,20.7,20.5,50.1,97.9,0.7,0.2,0.3,0,1,1.1,97,4355,0.7,85.2,12.6,24013,7.6,79.8,120200,66,20198,2.42,91.9,3,28,43290,22259,12.6,702,7286,2954,5815,11712,49.2,1012.3
Neosho County,KS,16416,16512,-0.6,7.1,24.8,18.4,50.3,94.5,1.3,1.4,0.8,0,1.9,5.2,90.3,1494,2.1,89.8,16.2,7729,6.5,73.5,68900,5,6508,2.45,85.4,3.7,16.7,42071,21163,20.7,130,2910,1801,1998,12360,28.9,571.47
Pulaski County,VA,34322,34872,-1.5,4.8,18.4,20.6,49.9,92.4,5.3,0.2,0.6,0,1.5,1.5,91.1,3188,1.5,81.8,16.2,17263,12.7,72.7,133900,45,14875,2.28,88.5,2.4,22.9,44312,23987,13.9,407,27970,392,3172,9062,109,319.86
Salt Lake County,UT,1091742,1029655,6,8.1,28.3,9.6,49.8,88.5,2,1.3,3.9,1.6,2.6,17.8,72.6,49590,12.1,89,31,376456,27.7,67.3,232100,4943,344089,3.01,83,19.7,22.2,60555,26103,12.7,18745,188604,169563,167587,16718,1387.1,742.28
Contra Costa County,CA,1111339,1049025,5.9,5.8,23.4,14.2,51.3,67.3,9.6,1,16.4,0.6,5.1,25.2,45.6,57474,23.5,88.8,39,406772,23.6,65.9,404000,2001,375855,2.81,85.3,33.3,33.3,78756,38219,10.5,15622,320214,66439,117637,11641,1465.2,715.94
Clay County,WV,8941,9386,-4.7,6.5,22.8,19.1,49.9,98.3,0.2,0.2,0.1,0,1.2,0.5,97.8,688,0.4,72.7,8.1,4574,3.8,82.7,84500,9,3435,2.7,90.9,0.8,37,31613,16740,24.8,13,0,0,413,4101,27.5,341.9
Fluvanna County,VA,26092,25691,1.5,5.1,21.2,18.3,54.3,81.5,15.4,0.3,0.7,0.1,2,3.2,78.9,2283,2.8,85.5,28.8,10661,2.3,85.5,225700,94,9462,2.6,91.3,3.8,33.5,68288,30881,7.1,119,0,104,793,3144,89.8,286.01
Centre County,PA,158742,153990,3.1,4.1,15.4,12.4,47.6,88.7,3.8,0.2,5.6,0.1,1.6,2.9,86.4,9420,7,92.7,40.4,65107,29.5,59.6,192600,511,57197,2.4,72.4,9.6,19.9,50336,25545,20.5,2400,12164,5722,16042,11134,138.7,1109.92
Mercer County,KY,21319,21331,-0.1,6,22.1,18.1,51,93.3,3.9,0.3,0.5,0.1,1.8,2.5,91.3,1723,1.4,83.9,18.9,10057,12.6,74.9,128400,59,8745,2.42,87.1,2,25.9,45396,24138,16.8,206,12523,149,1570,7219,85.7,248.8
Herkimer County,NY,63744,64519,-1.2,5.4,21.1,18.8,50.7,96.6,1.2,0.3,0.6,0,1.3,2.1,94.9,5622,3.7,88.7,20.5,33349,20.2,70.5,92500,78,26815,2.35,87.7,6.1,23,45047,23418,15,542,5463,1868,5031,8058,45.7,1411.47
Nemaha County,KS,10148,10178,-0.3,7,25.5,20.1,49.3,96.9,0.7,0.7,0.2,0.1,1.4,1.7,95.7,657,1,90,19.5,4570,9.2,79.2,95200,19,4117,2.36,90,1.2,13.9,47122,24550,11.5,42,2430,795,1068,10528,14.2,717.43
Lake County,OH,229230,230041,-0.4,5,20.9,18,51.2,93,3.9,0.2,1.4,0,1.6,4,89.4,18485,5.3,91.2,24.9,101712,18.2,75,151300,567,94048,2.41,89.7,7.2,23.3,56018,29132,9.2,3907,52209,18677,34608,14759,1011.2,227.49
Dickson County,TN,50575,49666,1.9,5.9,23.4,15.1,50.8,92.8,4.4,0.5,0.6,0.1,1.8,3.1,90.1,3865,2.1,84.2,14.2,21076,10.6,73.6,138500,202,18647,2.65,85.9,3.3,30.5,44318,21547,15.4,605,8766,3279,6058,12779,101.4,489.9
Bledsoe County,TN,13931,12876,8.3,3.9,17.4,18.2,42.7,92.2,6,0.4,0.2,0,1.2,2.2,90.1,1076,1.2,75.6,9.3,5690,4.3,79.8,106100,0,4556,2.55,88,4.5,33.1,33443,15747,22.4,34,0,33,304,2335,31.7,406.43
Franklin County,ME,30296,30768,-1.5,4.6,18.7,19.2,51,97,0.5,0.4,0.7,0,1.3,1.2,95.9,2908,2.1,91.5,23.7,21935,12.6,77.6,132400,58,12098,2.44,89.5,3,23.5,41626,22083,15.6,430,8235,0,3812,12807,18.1,1696.61
Martin County,MN,20220,20840,-3,5.4,21.6,21.7,50.8,97.3,0.6,0.4,0.7,0,1,3.8,93.9,1766,1.7,88.4,18.5,9959,15.7,75.6,102600,16,8797,2.3,90.7,4.5,15.3,48530,26472,10.7,244,7794,0,2682,13145,29.3,712.35
Polk County,GA,41133,41475,-0.8,6.8,26,14.9,50.9,83.6,13,0.7,0.8,0.2,1.6,13,72.1,2804,8.1,72.7,13.1,16940,10.5,70.8,107900,10,14645,2.78,85.5,13.1,26.6,39208,18336,23.4,351,6986,0,3146,7592,133.6,310.33
Jackson County,OK,25998,26446,-1.7,8.3,25.7,13.7,50.3,83.9,7.8,2.5,1.6,0.3,3.9,22.6,64,3400,5.9,84.2,20.1,12137,9.5,61.8,87400,27,10455,2.44,81.4,15.5,13.6,42824,22925,16.5,409,3570,0,3501,13604,32.9,802.65
Bent County,CO,5630,6499,-13.4,3.7,16.2,16.9,35.6,86.5,7.2,3.2,1.3,0.1,1.7,31.8,58,614,5.9,79.4,8.8,2217,5.1,63.5,75500,0,1873,2.17,85.6,17.8,17.7,37340,15081,19.1,29,0,0,164,2838,4.3,1512.86
Hamlin County,SD,5989,5903,1.5,9.5,31.3,17.5,49.8,97.9,0.5,0.5,0.3,0,0.7,3.3,94.9,421,2,89.2,18.2,2832,5.6,77.7,108100,26,2041,2.79,88.3,5,20.2,55563,25233,7.2,23,0,807,490,8750,11.6,507.23
Del Norte County,CA,27212,28610,-4.9,5.8,21.2,15.6,45.2,78.6,3.5,9,3.7,0.2,5,19,63.3,2770,6.5,79.1,14,11336,12.1,60.2,198400,9,9593,2.58,78.5,15.3,14.2,37909,19072,21.8,321,0,0,2062,7176,28.4,1006.37
Warren County,MS,47983,48773,-1.6,6.5,24.8,14.6,52.4,49.6,48.2,0.3,0.9,0,1,2,48.1,2786,1.6,83.4,24.7,21878,18,64.9,103600,7,18404,2.6,90.3,3.1,18.3,41025,22362,24.4,3845,18567,0,6065,12405,82.9,588.5
New London County,CT,273676,274055,-0.1,5.1,20.3,16,49.9,83.9,6.9,1.1,4.5,0.2,3.5,9.9,76.3,25314,8.6,90.5,31.3,121248,27.8,67.5,252900,646,107066,2.44,85.2,13.9,22.8,66583,33782,8.7,34446,0,0,38829,14682,412.2,664.88
Chilton County,AL,43931,43643,0.7,6.4,24.2,15.2,50.8,87.1,10.6,0.5,0.4,0.2,1.2,7.7,80.3,3308,5.2,76,12.9,19221,4.1,74.5,102600,78,16232,2.67,88.8,7.4,31.8,41250,20701,19.5,340,0,1551,3599,8496,63,692.85
Esmeralda County,NV,822,783,4.8,3.2,17,26,43.4,89.9,1.9,4.9,0.5,0,2.8,19.2,71.2,108,13.1,83.3,13.9,829,14.9,55.5,81400,0,479,2,86.5,15.3,17.2,30284,20862,22.3,0,0,0,0,0,0.2,3581.88
Ashtabula County,OH,99175,101497,-2.3,5.7,22.6,17.4,49.7,93.4,3.8,0.3,0.5,0,2,3.8,90.1,9241,1.4,85.1,12.6,45853,15.2,72.5,110800,91,38952,2.5,86.9,5.7,25,40516,20011,18.7,1106,22014,0,10775,10627,144.6,701.93
Niagara County,NY,213525,216469,-1.4,5.2,20.3,17.4,51.3,88.3,7.1,1.1,1.1,0,2.3,2.6,86.3,17481,3.8,89.9,22.2,99175,25.9,70.4,105200,196,88376,2.39,90.3,4.5,21.1,47955,25991,13.7,6623,34330,10593,20751,9689,414.4,522.36
Dallas County,AL,41711,43820,-4.8,6.7,25.2,15.6,53.7,29,69.5,0.2,0.5,0,0.7,1,28.5,2897,0.8,77.5,14.2,20240,19.3,60.9,75700,17,16173,2.63,86.7,1.3,22,26519,17245,35.5,337,11747,0,4373,10223,44.8,978.7
Ontario County,NY,109707,107931,1.5,5,20.8,17.7,50.9,94,2.6,0.3,1.2,0,1.8,4.3,90.6,8978,3.6,91.8,31.7,49603,20.6,73.7,138100,323,43794,2.39,85.4,6.4,22.6,56479,29904,9.5,2063,20973,5367,18942,18243,167.6,644.07
Benton County,MS,8296,8729,-5,5.2,22.4,17.9,50,62.2,36.2,0.4,0.1,0,1,2.5,60.2,412,1.1,73,9.9,4195,2,81.7,81200,2,3195,2.69,89.4,2.5,35.3,31060,18597,24.1,0,0,0,251,3141,21.5,406.62
Cleveland County,OK,269908,255755,5.5,5.9,22.3,11.9,50.1,80,4.9,5.1,4.4,0.1,5.5,7.9,73.4,21755,5.9,90.9,31.4,110355,20,67.4,141300,1743,96701,2.58,79.5,9.4,22.9,54989,26920,12.9,3918,12230,6715,25222,10692,474.7,538.77
Alexander County,NC,37392,37198,0.5,5,21,18.9,49.2,91.2,5.9,0.4,1.1,0,1.3,4.4,87.3,2507,2.6,79.3,11.7,16170,3.8,77.5,121300,53,14101,2.57,91.2,5,24.3,40637,20440,17.2,225,6047,497,2167,5957,143.1,259.99
Stafford County,KS,4297,4437,-3.2,5.3,24,20.5,49.1,95.4,0.7,1.9,0.5,0,1.4,13.1,84,355,6.2,87.9,19.1,2307,4.1,81.5,60900,7,1884,2.28,89,11.3,19.5,43292,23240,15.1,11,0,180,158,3613,5.6,792.05
Morgan County,MO,20240,20565,-1.6,6,22,23.7,49.7,96.1,1,0.7,0.5,0,1.6,1.9,94.6,2224,1.2,79.2,12.7,15382,5.6,80.1,110500,4,8164,2.46,89,7.6,25,34797,17935,23.4,133,1081,220,1914,9221,34.4,597.63
Pottawattamie County,IA,93128,93158,0,6.5,23.7,15.7,50.9,95.2,1.6,0.7,0.8,0.1,1.7,7.2,88.7,7373,3.3,89.3,19.1,39589,18.7,70.2,126300,122,36460,2.49,85.1,6.2,20.8,51304,25847,13.8,4514,0,22566,15033,16784,98,950.28
Sevier County,UT,20773,20802,-0.1,7,30.2,15.7,49.1,96.5,0.3,1.5,0.4,0.2,1.2,4.9,92.3,1266,2.4,89.9,16.4,8513,7.3,79,151400,45,7146,2.82,85.4,4.7,15.3,46229,19115,15.4,247,0,1119,3246,16494,10.9,1910.58
Miller County,MO,25141,24748,1.6,6,23.6,18,50.1,96.6,0.6,0.6,0.4,0.2,1.7,1.9,95,2496,1.1,84.8,14.5,12731,13,77.1,112000,85,10034,2.45,85.9,2,28.8,35507,19385,20.9,300,748,688,4517,18214,41.8,592.6
Chicot County,AR,11180,11800,-5.3,6.7,23.2,19.2,50.8,43.5,54.6,0.5,0.5,0,0.9,5.6,39.2,905,3.3,74.2,12.6,5403,9.7,66.3,54700,6,4510,2.41,90.1,5,21.4,26201,16538,33,60,0,1205,670,5446,18.3,644.3
Cascade County,MT,82344,81327,1.3,6.7,22.6,16.9,49.6,88.9,1.7,4.6,1,0.1,3.6,4.1,85.9,10265,2.3,90.8,24.6,37565,22.1,65.6,157900,463,33430,2.37,82.2,4.2,15.8,44963,24727,14.9,1742,6708,6720,13022,15924,30.1,2698.16
Hancock County,KY,8753,8565,2.2,6.4,25.5,16.1,48.8,97.1,1.3,0.3,0.3,0,1,1.4,95.9,858,0.9,86.8,11.5,3720,7.8,80.3,90800,3,3361,2.53,87.6,1.8,25.4,51189,22686,14.2,21,0,32,280,3266,45.6,187.65
Eaton County,MI,108579,107759,0.8,5.4,21.7,16.4,51.1,88.1,7,0.5,2,0,2.4,5.3,83.6,8128,3.5,93.4,24.6,47062,20,72.6,138300,95,43362,2.45,85.2,6.1,22.6,54115,26582,10.8,1553,0,9142,13269,12383,187.3,575.18
Hardeman County,TN,25965,27253,-4.7,4.9,20,16.3,45.6,56.2,41.6,0.3,0.7,0,1.1,1.6,55.1,1791,1,74.9,9.8,10853,6.3,70.2,86300,23,8690,2.69,91.3,3.4,29.3,30973,14975,24.6,156,4237,421,1587,5711,40.8,667.77
Henry County,AL,17190,17302,-0.6,5.5,21.2,20.8,51.8,70.4,27.3,0.3,0.7,0,1.2,2.6,68.4,1497,2.9,80.1,16.6,8961,4.6,77.7,97000,17,7001,2.44,91.9,5,26,41650,21924,14.4,74,4258,0,925,5559,30.8,561.75
Orange County,VT,28859,28936,-0.3,4.8,19.7,17.6,50.3,96.8,0.6,0.3,0.5,0,1.7,1.3,95.7,2227,1.6,91.3,29.9,14916,9.4,81.5,183900,39,11962,2.36,91.9,2.9,26.2,52480,27289,13.1,262,1619,0,2372,8181,42.1,687.03
Hudson County,NJ,669115,634266,5.5,7,20.3,10.8,50.2,65.8,15.1,1.2,15.2,0.2,2.6,43.1,29.3,16139,41.2,81.9,36.3,277166,83.5,32.6,347200,4621,243875,2.61,85.9,59.2,34.2,58442,32641,16.8,8807,26142,145249,60998,10350,13731.4,46.19
Colorado County,TX,20719,20874,-0.7,5.7,22.9,20.7,49.9,83.5,13.5,1,0.8,0.1,1.2,28.3,57.7,1689,8.4,82.2,16.9,10551,6.7,77.3,109600,10,8079,2.52,93.3,21.6,23.8,45146,24348,16.6,217,3073,1368,2267,11050,21.7,960.27
LaMoure County,ND,4149,4139,0.2,5.3,21,25.5,48.7,98.4,0.3,0.4,0.1,0,0.8,1.1,97.3,287,0.4,87.3,21.5,2257,10.4,80.2,76500,1,1955,2.08,90.7,6.6,17.7,53691,31989,8.7,25,0,1377,371,9075,3.6,1145.94
Mesa County,CO,148255,146723,1,6.3,22.4,16.9,50.3,94.2,1,1.5,0.9,0.1,2.2,14.1,82,13870,4.1,89.6,25.7,63779,15.1,71.7,210100,504,58598,2.45,80.9,8.2,21.2,49471,26700,14.7,2688,5395,11792,23895,17279,44.1,3328.97
Huerfano County,CO,6462,6711,-3.7,3.8,15.5,29.7,49.6,89.3,1,5.4,1.1,0.2,3,34.4,61.7,832,4.8,84.7,28,5128,7.5,72.5,152400,13,3059,2,81.3,14.9,22.9,33298,24058,20.6,97,0,0,553,7180,4.2,1591
Phelps County,MO,44847,45156,-0.7,5.8,21.1,14.9,47.6,90.9,2.4,0.8,3.3,0.1,2.4,2.5,88.9,4190,4,86.8,27.2,19766,22.5,61.3,111700,114,16699,2.5,77.9,5.1,19.2,41964,21173,18.1,736,4547,1035,6325,14900,67.2,671.78
Beckham County,OK,23691,22119,7.1,8,25.4,12.3,46.5,88.4,4.5,3.4,1,0,2.7,14.1,75.9,1350,3.5,82,16.4,10020,11.4,60.9,103400,29,7755,2.68,82.1,8.8,18.7,48989,23959,15.1,392,0,1466,5235,25187,24.5,901.81
Bryan County,OK,44486,42416,4.9,6.8,23.7,16.9,51.3,76.6,1.9,13.5,0.7,0,7.4,5.5,72.4,3269,2.1,83,20.1,19913,11.7,63.3,88900,87,16575,2.53,80.7,5.4,21.1,38897,20524,18.4,403,2381,0,3187,8075,46.9,904.47
Guilford County,NC,512119,488406,4.9,6.1,22.8,13.8,52.5,58.4,34,0.7,4.6,0.1,2.2,7.6,52.3,31377,9.7,87.9,33.2,223183,28,61,156000,2339,196463,2.44,85.1,12.5,21.1,45431,26461,18.1,10445,239403,112953,72526,15600,756.4,645.7
Lorain County,OH,304216,301356,0.9,5.6,22.8,16.3,50.7,86.8,8.9,0.4,1.2,0.1,2.8,9.2,79.2,23691,2.9,88.8,22.2,128724,17.8,71.6,140700,824,116705,2.5,86.6,7.7,24.3,51816,26030,14.6,3265,83052,18226,32255,10646,613.6,491.1
Stewart County,GA,5744,6058,-5.2,4.4,15.4,15.3,38.9,45.1,51.5,0.6,1,0,1.7,24.5,27.6,330,13.6,63.1,10,2336,6.7,63.3,50600,0,1851,2.74,80.7,14.8,29.4,23451,13238,30.7,26,0,26,238,5203,13.2,458.73
Choctaw County,MS,8294,8547,-3,5.6,22.5,19.2,51.6,68.6,29.5,0.3,0.3,0.1,1.2,1.3,67.7,632,0.1,78.3,12.6,4154,6.9,71.4,70600,0,3378,2.43,85.5,0.7,28,29876,17145,24.1,16,0,0,308,3424,20.4,418.18
Warren County,PA,40703,41815,-2.7,4.9,19.8,20.7,49.8,97.9,0.5,0.3,0.4,0,0.9,0.9,97.1,4187,1.3,89.6,17.9,23375,11.5,77,88700,19,17257,2.35,90.4,3.2,19.8,43764,24179,12.6,349,0,0,4853,11837,47.3,884.14
Tuscarawas County,OH,92788,92582,0.2,5.9,22.9,17.9,50.6,96.9,0.9,0.4,0.3,0.3,1.2,2.4,95.1,7697,1.3,86.7,15.2,39981,14.1,72.9,108700,59,36149,2.53,89.9,5.6,20.7,43739,21966,14.6,1144,22065,2511,10774,11800,163.1,567.64
Zapata County,TX,14319,14018,2.1,10.1,33.4,11.6,49.6,98.7,0.4,0.5,0.2,0,0.2,93.9,5.5,478,24.5,54.8,8.5,6226,2.9,79.1,55700,0,4460,3.17,87.1,87.2,17.7,31109,16671,34.7,94,0,0,621,4586,14,998.41
Mohave County,AZ,203361,200186,1.6,4.6,18.7,26.9,49.7,92,1.3,2.9,1.2,0.2,2.3,15.8,78,26193,6.9,83.8,11.9,112313,10.2,69.4,133900,535,80230,2.43,79,10.9,18.9,39200,20833,19.4,2742,13499,4238,28376,14489,15,13311.08
Preble County,OH,41586,42270,-1.6,5.5,23.4,17.2,50.4,97.3,0.6,0.3,0.7,0,1.1,0.7,96.6,3780,1.1,87.8,11.3,17846,8.5,77.7,116700,27,16238,2.56,87.5,2.2,25.7,48405,23374,12.2,322,10703,1474,4430,10638,99.7,424.12
Scotts Bluff County,NE,36465,36970,-1.4,6.8,24.5,17.7,51.6,93.7,0.9,3,0.8,0.1,1.4,22.7,73.6,3008,4.3,87.1,20,16332,15.9,67.7,102600,29,14690,2.45,84.3,12.5,15.8,43444,23220,13.7,529,1778,0,5197,14283,50,739.4
Jersey County,IL,22571,22985,-1.8,5,21.6,17.6,51.3,97.3,0.7,0.3,0.5,0,1.2,1.3,96.3,2436,1.3,88.3,16.2,10034,8.5,79.9,117900,25,8752,2.5,88,1.6,29,53954,25467,7.6,266,0,0,2503,11186,62.2,369.27
Leon County,TX,16861,16801,0.4,6.7,22.3,23.4,50.4,89.5,7.5,0.8,0.8,0,1.4,14.2,76.3,1862,5.6,82.9,14.8,9537,3.1,83.9,90300,0,6349,2.63,90,10,24.3,44452,24170,17.7,131,0,923,1598,9761,15.7,1073.15
Dawes County,NE,9042,9182,-1.5,5.1,18.4,17.6,50.6,89.2,1.8,4.1,1.5,0.6,2.8,4.3,86.1,777,3.7,93.5,40.6,4221,15.7,64.8,100700,1,3709,2.15,75.8,6,13.1,40359,21137,19.3,136,0,100,1645,18763,6.6,1396.46
Floyd County,TX,5949,6446,-7.7,7.7,27.2,18.7,50.3,93.2,4.2,1.3,0.4,0,1,56.2,39.5,312,5.6,74.6,17.1,2993,3.5,69.3,61200,6,2457,2.55,89.1,36.8,18.1,42279,21655,20.3,18,0,655,400,6026,6.5,992.14
Hodgeman County,KS,1916,1916,0,7.4,22.7,23.2,50.6,97,0.9,0.2,0.5,0,1.5,6.5,90.5,163,5.4,90.9,22.6,970,3,79.5,76500,0,821,2.34,92.5,7.6,17.6,52375,30440,5.2,2,0,0,59,3052,2.2,859.99
Ferry County,WA,7667,7551,1.5,4.6,18.6,22.3,48.3,76.5,0.7,16.9,0.9,0.2,4.9,4.2,73.8,891,3.6,87,16.1,4410,4.1,72,156300,10,2951,2.48,85.4,4.3,21,37571,20052,20.7,20,0,0,350,4758,3.4,2203.16
Portage County,OH,161882,161419,0.3,4.4,19.3,14.7,51,91.6,4.5,0.2,1.9,0,1.8,1.6,90.2,12212,3.1,91,25.1,68046,20.9,68.2,150300,292,60992,2.57,82.9,4.3,24.5,52697,25332,16.1,1876,29696,18755,16573,10630,331.2,487.38
Pulaski County,IN,12967,13402,-3.2,5.4,22.8,17.8,49.3,97.2,0.9,0.4,0.2,0,1.1,2.9,94.5,884,0.8,85.3,13.1,6043,6.4,80,94900,13,5058,2.58,91,2,23.9,44764,21641,14,0,0,2629,1127,8175,30.9,433.65
Calhoun County,FL,14532,14625,-0.6,5.5,20.8,17.3,45.5,81.8,13.6,1.3,0.8,0.2,2.2,5.8,76.8,1598,2.7,73.5,7.8,5928,2.2,79,70000,8,4696,2.7,87.5,6,28.8,32780,14675,23.5,92,0,0,647,4791,25.8,567.33
Scott County,KY,51284,47173,8.7,6.8,25.8,10.7,50.8,90.9,5.8,0.3,1.1,0,1.8,4.2,87.3,3115,2.9,88,27.9,20489,16.3,72,161300,313,17989,2.6,82.1,4.7,21.8,61893,27802,12.4,731,0,0,5286,12283,167.4,281.77
Prowers County,CO,12034,12551,-4.1,6.9,26.2,16.1,49.9,95.3,0.8,1.8,0.4,0,1.7,36.4,61,1010,12.5,79.2,14.1,5885,15.2,65.8,86100,1,4935,2.45,80.7,26.1,14.4,34391,18941,23.3,162,0,819,1469,11300,7.7,1638.4
St. Johns County,FL,217919,190039,14.7,4.8,22,18.2,51.3,89.5,5.7,0.3,2.6,0.1,1.8,6.1,84,19172,6.4,93.2,41.4,96900,19.1,77,242900,2786,75558,2.57,83.3,8.1,25.7,64876,36836,9.6,5076,5332,8711,20397,11601,316.4,600.66
Sevier County,AR,17426,17058,2.2,7.7,28.8,13.6,50.3,89,4.5,3.3,0.5,0.3,2.4,32.7,58.6,1055,16.9,66.3,8.6,6882,5.2,69.6,68800,8,5745,2.95,83.8,28.6,21.4,35153,16021,24.4,69,0,0,1605,9806,30.2,565.13
Lucas County,IA,8701,8898,-2.2,5.6,23.3,21,49.6,98.5,0.3,0.2,0.3,0,0.7,1.3,97.3,656,5.8,89.9,11.3,4204,9.1,77.5,82700,3,3734,2.32,86,10.2,24.1,43288,21126,17,0,0,14,843,8919,20.7,430.59
Burke County,NC,89486,90912,-1.6,4.8,19.9,18.4,50.1,86.4,6.8,0.8,3.7,0.7,1.6,5.8,82.1,6383,5.1,76.7,16.6,40656,8.9,71.8,110900,94,34664,2.53,87.7,8.8,21.2,37263,19701,20,1077,22711,2894,6611,7443,179.3,507.1
Fleming County,KY,14545,14348,1.3,6.9,24.3,16.2,50.8,97,1.6,0.2,0.2,0,0.9,1.3,96,951,0.2,76,12.8,6608,6,78.5,78700,1,5539,2.6,88.4,2.8,27.6,32495,19304,22.2,59,0,298,1285,8768,41.2,348.54
Thomas County,KS,7891,7900,-0.1,7.2,23,15.5,50.8,96,0.8,1,0.7,0.1,1.4,5.4,91.4,531,2.3,91.6,27.9,3546,17.9,68.5,97200,35,3120,2.42,80.5,4.5,10.8,48187,26903,11.2,183,0,1630,1593,21574,7.4,1074.69
Monroe County,AR,7582,8149,-7,5.8,21.2,20.3,52.5,56.7,40.3,0.7,0.6,0,1.7,2.2,55.1,629,0.8,75.3,11.3,4432,14.6,63.5,52200,1,3393,2.33,87.6,1.5,19.5,27263,16939,28.8,81,0,646,822,9599,13.4,607.12
Forest County,WI,9127,9304,-1.9,5.8,20.6,21.8,49,81.3,1,14.3,0.3,0.1,2.9,2,80.5,946,0.8,85.8,12.2,9059,5.5,76.2,122400,41,3739,2.39,89.1,4,21.4,39963,20462,16.5,0,0,103,566,5805,9.2,1014.07
Kiowa County,CO,1402,1398,0.3,6.4,20.5,24.1,50.8,96.6,0.7,0.9,0,0.3,1.5,6.3,91.4,83,2.7,92.2,20.6,811,5.2,72.8,79400,0,559,2.49,92,4,17.2,40813,22482,17.4,0,0,270,80,6158,0.8,1767.77
Gloucester County,NJ,290951,288288,0.9,5.5,22.9,14.1,51.4,83.9,10.8,0.2,3,0.1,2,5.7,79.4,19351,5.3,90.9,28.4,112268,16.9,80.3,224700,491,104145,2.73,91.1,8.6,28.2,74524,32600,8.1,3793,156793,89624,43525,15216,895.3,322.01
Chambers County,AL,34076,34215,-0.3,5.9,21.4,18.3,52.3,58.3,39.5,0.3,0.8,0.1,1.1,2,56.8,2691,1.1,75.1,11.8,16894,11.1,67.9,81200,8,13722,2.46,85.8,1.3,24.6,32402,19291,24.1,232,6672,0,2646,7620,57.4,596.53
