County,State,Ben Carson.Number of Votes,Ben Carson.Party,Ben Carson.Percent of Votes,Bernie Sanders.Number of Votes,Bernie Sanders.Party,Bernie Sanders.Percent of Votes,Carly Fiorina.Number of Votes,Carly Fiorina.Party,Carly Fiorina.Percent of Votes,Chris Christie.Number of Votes,Chris Christie.Party,Chris Christie.Percent of Votes,Donald Trump.Number of Votes,Donald Trump.Party,Donald Trump.Percent of Votes,Hillary Clinton.Number of Votes,Hillary Clinton.Party,Hillary Clinton.Percent of Votes,Jeb Bush.Number of Votes,Jeb Bush.Party,Jeb Bush.Percent of Votes,John Kasich.Number of Votes,John Kasich.Party,John Kasich.Percent of Votes,Marco Rubio.Number of Votes,Marco Rubio.Party,Marco Rubio.Percent of Votes,Martin O'Malley.Number of Votes,Martin O'Malley.Party,Martin O'Malley.Percent of Votes,Mike Huckabee.Number of Votes,Mike Huckabee.Party,Mike Huckabee.Percent of Votes,Rand Paul.Number of Votes,Rand Paul.Party,Rand Paul.Percent of Votes,Rick Santorum.Number of Votes,Rick Santorum.Party,Rick Santorum.Percent of Votes,Ted Cruz.Number of Votes,Ted Cruz.Party,Ted Cruz.Percent of Votes,No Preference.Number of Votes,No Preference.Party,No Preference.Percent of Votes,Uncommitted.Number of Votes,Uncommitted.Party,Uncommitted.Percent of Votes
Polk,North Carolina,0,Republican,0,1123,Democrat,48.7,0,Republican,0,0,Republican,0,1624,Republican,46.2,1099,Democrat,47.7,0,Republican,0,455,Republican,12.9,216,Republican,6.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1135,Republican,32.3,0,,0,0,,0
South Hero,Vermont,5,Republican,2.1,437,Democrat,83.9,0,Republican,0,0,Republican,0,61,Republican,25.8,82,Democrat,15.7,0,Republican,0,93,Republican,39.4,39,Republican,16.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,30,Republican,12.7,0,,0,0,,0
Val Verde,Texas,134,Republican,5.2,768,Democrat,28.4,0,Republican,0,0,Republican,0,798,Republican,31.2,1777,Democrat,65.7,0,Republican,0,73,Republican,2.9,545,Republican,21.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,916,Republican,35.9,0,,0,0,,0
Bossier,Louisiana,0,Republican,0,1187,Democrat,27,0,Republican,0,0,Republican,0,4150,Republican,37.8,2919,Democrat,66.5,0,Republican,0,543,Republican,4.9,1011,Republican,9.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4988,Republican,45.4,0,,0,0,,0
Manchester,Massachusetts,17,Republican,1.9,605,Democrat,48.2,0,Republican,0,0,Republican,0,305,Republican,34,641,Democrat,51.1,0,Republican,0,283,Republican,31.5,202,Republican,22.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,67,Republican,7.5,5,,0.4,0,,0
St. Lucie,Florida,0,Republican,0,8091,Democrat,30.8,0,Republican,0,0,Republican,0,18350,Republican,57.9,17554,Democrat,66.9,0,Republican,0,2094,Republican,6.6,6200,Republican,19.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3970,Republican,12.5,0,,0,0,,0
Norton,Vermont,4,Republican,14.8,23,Democrat,79.3,0,Republican,0,0,Republican,0,8,Republican,29.6,6,Democrat,20.7,0,Republican,0,8,Republican,29.6,3,Republican,11.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3,Republican,11.1,0,,0,0,,0
Lewis and Clark,Montana,0,Republican,0,5452,Democrat,48.1,0,Republican,0,0,Republican,0,6194,Republican,70.9,5362,Democrat,47.3,0,Republican,0,686,Republican,7.9,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,943,Republican,10.8,0,,0,0,,0
Taylor,Kentucky,0,Republican,0,844,Democrat,44.8,0,Republican,0,0,Republican,0,890,Republican,39.5,949,Democrat,50.3,0,Republican,0,302,Republican,13.4,332,Republican,14.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,681,Republican,30.3,0,,0,0,,0
Patten,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Abington,Massachusetts,53,Republican,2.5,1352,Democrat,53.4,0,Republican,0,0,Republican,0,1222,Republican,57.9,1129,Democrat,44.6,0,Republican,0,299,Republican,14.2,267,Republican,12.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,208,Republican,9.9,30,,1.2,0,,0
Turner,South Dakota,0,Republican,0,178,Democrat,43.4,0,Republican,0,0,Republican,0,384,Republican,67.4,232,Democrat,56.6,0,Republican,0,76,Republican,13.3,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,110,Republican,19.3,0,,0,0,,0
Troy,Vermont,9,Republican,8.3,186,Democrat,89,0,Republican,0,0,Republican,0,42,Republican,38.5,23,Democrat,11,0,Republican,0,25,Republican,22.9,19,Republican,17.4,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,11,Republican,10.1,0,,0,0,,0
Washington,Wisconsin,0,Republican,0,7676,Democrat,54.4,0,Republican,0,0,Republican,0,9580,Republican,23.5,6381,Democrat,45.3,0,Republican,0,4823,Republican,11.8,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,25505,Republican,62.6,0,,0,0,,0
Gilead,Maine,0,Republican,0,1,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Terrell,Texas,7,Republican,6,64,Democrat,41.6,0,Republican,0,0,Republican,0,49,Republican,41.9,67,Democrat,43.5,0,Republican,0,1,Republican,0.9,13,Republican,11.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,42,Republican,35.9,0,,0,0,,0
Wheelock,Vermont,6,Republican,6.7,134,Democrat,93.7,0,Republican,0,0,Republican,0,19,Republican,21.3,9,Democrat,6.3,0,Republican,0,26,Republican,29.2,22,Republican,24.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,13,Republican,14.6,0,,0,0,,0
Parsonsfield,Maine,0,Republican,0,3,Democrat,75,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,25,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Swanville,Maine,0,Republican,0,3,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Richmond,Virginia,80,Republican,9.6,80,Democrat,19.2,0,Republican,0,0,Republican,0,306,Republican,36.9,333,Democrat,80,0,Republican,0,34,Republican,4.1,297,Republican,35.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,103,Republican,12.4,0,,0,0,,0
Delaware,Indiana,0,Republican,0,7728,Democrat,55.7,0,Republican,0,0,Republican,0,8793,Republican,52.8,6137,Democrat,44.3,0,Republican,0,1255,Republican,7.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,6153,Republican,37,0,,0,0,,0
Middlesex,Virginia,121,Republican,6.3,295,Democrat,34.5,0,Republican,0,0,Republican,0,945,Republican,49.2,559,Democrat,65.3,0,Republican,0,134,Republican,7,510,Republican,26.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,184,Republican,9.6,0,,0,0,,0
Beaver,Oklahoma,109,Republican,9.4,94,Democrat,52.2,0,Republican,0,0,Republican,0,285,Republican,24.6,52,Democrat,28.9,0,Republican,0,23,Republican,2,153,Republican,13.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,557,Republican,48,0,,0,0,,0
Fremont,Iowa,40,Republican,9.4,135,Democrat,50,0,Republican,0,5,Republican,1.2,182,Republican,42.7,120,Democrat,44.4,10,Republican,2.3,6,Republican,1.4,77,Republican,18.1,15,Democrat,5.6,2,Republican,0.5,11,Republican,2.6,5,Republican,1.2,87,Republican,20.4,0,,0,0,,0
Navajo,Arizona,0,Republican,0,2621,Democrat,35.4,0,Republican,0,0,Republican,0,3558,Republican,41.4,4415,Democrat,59.7,0,Republican,0,441,Republican,5.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3481,Republican,40.5,0,,0,0,,0
Kent,Texas,18,Republican,8,28,Democrat,46.7,0,Republican,0,0,Republican,0,73,Republican,32.3,22,Democrat,36.7,0,Republican,0,2,Republican,0.9,16,Republican,7.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,117,Republican,51.8,0,,0,0,,0
Alton,Maine,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,50,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Palmer,Massachusetts,44,Republican,3.4,934,Democrat,56.4,0,Republican,0,0,Republican,0,702,Republican,54.5,684,Democrat,41.3,0,Republican,0,176,Republican,13.7,188,Republican,14.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,156,Republican,12.1,29,,1.8,0,,0
Alfred,Maine,0,Republican,0,5,Democrat,62.5,0,Republican,0,0,Republican,0,0,Republican,0,3,Democrat,37.5,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Little Compton,Rhode Island,0,Republican,0,314,Democrat,55.1,0,Republican,0,0,Republican,0,268,Republican,62.3,255,Democrat,44.7,0,Republican,0,113,Republican,26.3,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,40,Republican,9.3,0,,0,0,,0
Greenup,Kentucky,0,Republican,0,1655,Democrat,47.7,0,Republican,0,0,Republican,0,548,Republican,36.8,1517,Democrat,43.8,0,Republican,0,245,Republican,16.4,131,Republican,8.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,550,Republican,36.9,0,,0,0,,0
Owen,Indiana,0,Republican,0,1056,Democrat,62.6,0,Republican,0,0,Republican,0,2679,Republican,64.3,631,Democrat,37.4,0,Republican,0,165,Republican,4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1217,Republican,29.2,0,,0,0,,0
Mount Washington,Massachusetts,0,Republican,0,35,Democrat,67.3,0,Republican,0,0,Republican,0,3,Republican,27.3,17,Democrat,32.7,0,Republican,0,4,Republican,36.4,3,Republican,27.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Holmes,Mississippi,0,Republican,0,231,Democrat,6.5,0,Republican,0,0,Republican,0,413,Republican,57.2,3301,Democrat,92.9,0,Republican,0,67,Republican,9.3,27,Republican,3.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,200,Republican,27.7,0,,0,0,,0
Windsor,Connecticut,0,Republican,0,1699,Democrat,37.8,0,Republican,0,0,Republican,0,742,Republican,51.5,2743,Democrat,61.1,0,Republican,0,468,Republican,32.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,205,Republican,14.2,0,,0,0,,0
Christian,Missouri,0,Republican,0,3073,Democrat,58.4,0,Republican,0,0,Republican,0,6907,Republican,34.8,2146,Democrat,40.8,0,Republican,0,1181,Republican,5.9,833,Republican,4.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,10586,Republican,53.3,0,,0,0,,0
Las Animas,Colorado,0,Republican,0,106,Democrat,51.2,0,Republican,0,0,Republican,0,0,Republican,0,80,Democrat,38.6,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Wheeler,Oregon,0,Republican,0,86,Democrat,64.2,0,Republican,0,0,Republican,0,204,Republican,72.9,48,Democrat,35.8,0,Republican,0,24,Republican,8.6,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,52,Republican,18.6,0,,0,0,,0
Livermore,Maine,0,Republican,0,3,Democrat,60,0,Republican,0,0,Republican,0,0,Republican,0,2,Democrat,40,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Tolland,Connecticut,0,Republican,0,806,Democrat,56.8,0,Republican,0,0,Republican,0,648,Republican,52.2,593,Democrat,41.8,0,Republican,0,404,Republican,32.5,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,172,Republican,13.8,0,,0,0,,0
Aroostook Cty Townships,Maine,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Queens,New York,0,Republican,0,76305,Democrat,38.4,0,Republican,0,0,Republican,0,19165,Republican,67.9,122386,Democrat,61.6,0,Republican,0,5080,Republican,18,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3982,Republican,14.1,0,,0,0,,0
Hamilton,Tennessee,5075,Republican,9.8,8411,Democrat,34.7,0,Republican,0,0,Republican,0,16985,Republican,32.9,15598,Democrat,64.4,0,Republican,0,3641,Republican,7.1,14391,Republican,27.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,9625,Republican,18.7,0,,0,0,,0
Chautauqua,New York,0,Republican,0,4081,Democrat,54,0,Republican,0,0,Republican,0,4648,Republican,54.1,3483,Democrat,46,0,Republican,0,2098,Republican,24.4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1838,Republican,21.4,0,,0,0,,0
Grays Harbor,Washington,0,Republican,0,176,Democrat,72.4,0,Republican,0,0,Republican,0,4598,Republican,85.2,65,Democrat,26.7,0,Republican,0,309,Republican,5.7,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,314,Republican,5.8,0,,0,0,,0
Holbrook,Massachusetts,24,Republican,1.9,910,Democrat,49.3,0,Republican,0,0,Republican,0,792,Republican,62.7,914,Democrat,49.5,0,Republican,0,133,Republican,10.5,162,Republican,12.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,127,Republican,10,8,,0.4,0,,0
Cranberry Isles,Maine,0,Republican,0,1,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Grant,Wisconsin,0,Republican,0,4484,Democrat,59.3,0,Republican,0,0,Republican,0,3462,Republican,40.4,3036,Democrat,40.2,0,Republican,0,1557,Republican,18.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3243,Republican,37.9,0,,0,0,,0
Alleghany,Virginia,131,Republican,8.3,246,Democrat,36,0,Republican,0,0,Republican,0,742,Republican,46.9,433,Democrat,63.3,0,Republican,0,68,Republican,4.3,379,Republican,24,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,244,Republican,15.4,0,,0,0,,0
Everett,Massachusetts,34,Republican,2.1,2200,Democrat,42.3,0,Republican,0,0,Republican,0,1120,Republican,69.2,2891,Democrat,55.6,0,Republican,0,143,Republican,8.8,183,Republican,11.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,110,Republican,6.8,65,,1.3,0,,0
Madawaska,Maine,0,Republican,0,7,Democrat,46.7,0,Republican,0,0,Republican,0,0,Republican,0,8,Democrat,53.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Clay,Alabama,492,Republican,12.2,135,Democrat,13.7,0,Republican,0,0,Republican,0,1920,Republican,47.6,807,Democrat,81.8,0,Republican,0,125,Republican,3.1,505,Republican,12.5,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,836,Republican,20.7,0,,0,0,,0
Trigg,Kentucky,0,Republican,0,715,Democrat,48.3,0,Republican,0,0,Republican,0,376,Republican,40.3,604,Democrat,40.8,0,Republican,0,90,Republican,9.7,147,Republican,15.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,308,Republican,33,0,,0,0,,0
Brewster,Texas,63,Republican,5.2,771,Democrat,48.1,0,Republican,0,0,Republican,0,368,Republican,30.1,699,Democrat,43.6,0,Republican,0,33,Republican,2.7,208,Republican,17,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,471,Republican,38.6,0,,0,0,,0
Siskiyou,California,0,Republican,0,2301,Democrat,58,0,Republican,0,0,Republican,0,3573,Republican,81.9,1585,Democrat,40,0,Republican,0,266,Republican,6.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,296,Republican,6.8,0,,0,0,,0
Stow,Maine,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Billerica,Massachusetts,110,Republican,1.9,3756,Democrat,55.4,0,Republican,0,0,Republican,0,3436,Republican,60.6,2871,Democrat,42.3,0,Republican,0,660,Republican,11.6,787,Republican,13.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,524,Republican,9.2,108,,1.6,0,,0
Van Zandt,Texas,556,Republican,4.7,377,Democrat,33.5,0,Republican,0,0,Republican,0,3504,Republican,29.9,722,Democrat,64.1,0,Republican,0,240,Republican,2,1205,Republican,10.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,5954,Republican,50.7,0,,0,0,,0
Shasta,California,0,Republican,0,6140,Democrat,50,0,Republican,0,0,Republican,0,14822,Republican,81.2,5875,Democrat,47.8,0,Republican,0,1120,Republican,6.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1566,Republican,8.6,0,,0,0,,0
Bingham,Idaho,0,Republican,0,181,Democrat,76.4,0,Republican,0,0,Republican,0,1191,Republican,17.1,55,Democrat,23.2,0,Republican,0,304,Republican,4.4,1761,Republican,25.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3471,Republican,49.7,0,,0,0,,0
Preston,Connecticut,0,Republican,0,215,Democrat,62.7,0,Republican,0,0,Republican,0,262,Republican,63.3,116,Democrat,33.8,0,Republican,0,92,Republican,22.2,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,46,Republican,11.1,0,,0,0,,0
New Vineyard,Maine,0,Republican,0,2,Democrat,100,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Dickens,Texas,49,Republican,8.4,11,Democrat,44,0,Republican,0,0,Republican,0,165,Republican,28.3,13,Democrat,52,0,Republican,0,5,Republican,0.9,54,Republican,9.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,267,Republican,45.7,0,,0,0,,0
Lamar,Mississippi,0,Republican,0,544,Democrat,27,0,Republican,0,0,Republican,0,5197,Republican,45.6,1464,Democrat,72.5,0,Republican,0,1039,Republican,9.1,534,Republican,4.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,4355,Republican,38.2,0,,0,0,,0
Newport Town,Vermont,6,Republican,4.3,159,Democrat,89.3,0,Republican,0,0,Republican,0,49,Republican,35,19,Democrat,10.7,0,Republican,0,53,Republican,37.9,22,Republican,15.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,8,Republican,5.7,0,,0,0,,0
Pasquotank,North Carolina,0,Republican,0,1128,Democrat,29.8,0,Republican,0,0,Republican,0,1355,Republican,47.2,2471,Democrat,65.2,0,Republican,0,272,Republican,9.5,234,Republican,8.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,934,Republican,32.5,0,,0,0,,0
Wharton,Texas,217,Republican,3.2,223,Democrat,18.2,0,Republican,0,0,Republican,0,1959,Republican,28.9,960,Democrat,78.6,0,Republican,0,154,Republican,2.3,816,Republican,12.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3229,Republican,47.7,0,,0,0,,0
Cornville,Maine,0,Republican,0,2,Democrat,66.7,0,Republican,0,0,Republican,0,0,Republican,0,1,Democrat,33.3,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Saluda,South Carolina,295,Republican,8.6,192,Democrat,15.7,0,Republican,0,0,Republican,0,1248,Republican,36.4,1023,Democrat,83.7,382,Republican,11.1,156,Republican,4.5,553,Republican,16.1,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,797,Republican,23.2,0,,0,0,,0
Haywood,Tennessee,106,Republican,7,143,Democrat,10.6,0,Republican,0,0,Republican,0,613,Republican,40.7,1197,Democrat,88.6,0,Republican,0,55,Republican,3.7,224,Republican,14.9,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,475,Republican,31.6,0,,0,0,,0
Whitfield,Georgia,1134,Republican,8.9,1307,Democrat,45.4,0,Republican,0,0,Republican,0,5945,Republican,46.6,1536,Democrat,53.3,0,Republican,0,555,Republican,4.4,2672,Republican,21,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,2292,Republican,18,0,,0,0,,0
Brooks,Georgia,116,Republican,6,198,Democrat,21.5,0,Republican,0,0,Republican,0,1009,Republican,52,714,Democrat,77.6,0,Republican,0,52,Republican,2.7,265,Republican,13.7,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,473,Republican,24.4,0,,0,0,,0
Newton,Texas,68,Republican,3.8,529,Democrat,40.4,0,Republican,0,0,Republican,0,692,Republican,38.7,605,Democrat,46.2,0,Republican,0,20,Republican,1.1,107,Republican,6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,863,Republican,48.3,0,,0,0,,0
Jessamine,Kentucky,0,Republican,0,2113,Democrat,49.8,0,Republican,0,0,Republican,0,1074,Republican,26.8,1875,Democrat,44.2,0,Republican,0,587,Republican,14.6,734,Republican,18.3,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,1566,Republican,39,0,,0,0,,0
Belgrade,Maine,0,Republican,0,5,Democrat,55.6,0,Republican,0,0,Republican,0,0,Republican,0,4,Democrat,44.4,0,Republican,0,0,Republican,0,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,0,Republican,0,0,,0,0,,0
Lee,Virginia,124,Republican,6.1,161,Democrat,34.2,0,Republican,0,0,Republican,0,1089,Republican,53.4,299,Democrat,63.5,0,Republican,0,68,Republican,3.3,342,Republican,16.8,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,396,Republican,19.4,0,,0,0,,0
Utah,Utah,0,Republican,0,6071,Democrat,85.3,0,Republican,0,0,Republican,0,3713,Republican,9.1,1011,Democrat,14.2,0,Republican,0,6236,Republican,15.4,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,30637,Republican,75.5,0,,0,0,,0
Iron,Michigan,0,Republican,0,546,Democrat,50,0,Republican,0,0,Republican,0,868,Republican,47.3,527,Democrat,48.3,0,Republican,0,333,Republican,18.1,103,Republican,5.6,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,462,Republican,25.2,0,,0,0,,0
Alameda,California,0,Republican,0,91324,Democrat,45.8,0,Republican,0,0,Republican,0,19951,Republican,66.9,107102,Democrat,53.7,0,Republican,0,5108,Republican,17.1,0,Republican,0,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,3208,Republican,10.8,0,,0,0,,0
Mississippi,Arkansas,222,Republican,6,342,Democrat,13.9,0,Republican,0,0,Republican,0,1575,Republican,42.6,2017,Democrat,81.9,0,Republican,0,138,Republican,3.7,673,Republican,18.2,0,Democrat,0,0,Republican,0,0,Republican,0,0,Republican,0,811,Republican,21.9,0,,0,0,,0
